"Date","Price","Open","High","Low","Vol.","Change %"
"05/01/2005","259.66","245.46","261.88","245.26","50.90M","5.80%"
"04/01/2005","245.42","262.44","264.11","241.98","56.99M","-6.49%"
"03/01/2005","262.46","265.87","271.48","258.57","59.72M","-1.28%"
"02/01/2005","265.87","267.24","271.34","263.37","42.21M","-0.51%"
"01/01/2005","267.24","278.90","280.70","262.63","46.95M","-4.18%"
"12/01/2004","278.90","266.66","280.17","266.66","41.84M","4.59%"
"11/01/2004","266.66","256.54","272.04","255.66","43.07M","3.94%"
"10/01/2004","256.54","246.57","257.36","245.36","42.49M","4.04%"
"09/01/2004","246.57","239.65","249.04","238.57","37.38M","2.89%"
"08/01/2004","239.65","240.04","242.34","228.36","37.80M","-0.16%"
"07/01/2004","240.04","249.99","250.37","234.91","39.84M","-4.00%"
"06/01/2004","250.04","248.89","254.05","247.37","40.52M","0.46%"
"05/01/2004","248.89","247.19","250.70","234.99","2.83B","0.66%"
"04/01/2004","247.25","251.25","257.00","247.19","4.21B","-1.60%"
"03/01/2004","251.26","251.65","256.94","241.11","4.52B","-0.15%"
"02/01/2004","251.65","246.51","255.13","244.02","4.24B","2.02%"
"01/01/2004","246.66","249.13","255.30","244.75","","-0.82%"
"12/01/2003","248.70","240.10","249.03","233.43","","3.84%"
"11/01/2003","239.51","237.94","241.70","229.64","","0.85%"
"10/01/2003","237.50","218.17","238.94","218.17","","8.89%"
"09/01/2003","218.10","229.07","232.72","216.12","","-4.79%"
"08/01/2003","229.08","218.17","229.50","211.62","155.41M","4.94%"
"07/01/2003","218.29","213.49","224.38","210.16","3.61B","2.14%"
"06/01/2003","213.71","211.25","222.24","210.66","3.68B","1.42%"
"05/01/2003","210.72","200.35","210.90","196.11","3.75B","5.03%"
"04/01/2003","200.62","179.99","202.55","178.47","3.89B","11.55%"
"03/01/2003","179.84","175.24","191.52","162.98","4.35B","2.68%"
"02/01/2003","175.15","176.77","178.82","165.88","3.41B","-0.89%"
"01/01/2003","176.73","183.19","194.15","174.31","4.13B","-3.29%"
"12/01/2002","182.75","200.72","207.07","178.27","3.73B","-8.78%"
"11/01/2002","200.33","191.08","202.28","186.46","3.98B","4.84%"
"10/01/2002","191.08","179.46","200.72","163.21","5.61B","6.45%"
"09/01/2002","179.51","196.39","203.77","176.42","3.73B","-8.66%"
"08/01/2002","196.53","191.27","205.68","172.20","4.54B","2.57%"
"07/01/2002","191.61","217.08","219.37","167.89","5.32B","-11.77%"
"06/01/2002","217.17","236.31","238.08","209.80","4.12B","-8.10%"
"05/01/2002","236.30","236.86","248.13","230.34","3.54B","-0.24%"
"04/01/2002","236.88","246.06","248.29","233.84","3.58B","-4.08%"
"03/01/2002","246.95","242.98","256.29","242.96","3.48B","1.80%"
"02/01/2002","242.59","239.58","245.48","229.97","3.56B","1.20%"
"01/01/2002","239.72","241.85","247.24","229.44","3.99B","-0.89%"
"12/01/2001","241.88","232.80","245.36","231.58","2.80B","2.40%"
"11/01/2001","236.22","213.03","240.39","213.03","","13.53%"
"10/01/2001","208.07","201.66","219.55","201.66","","2.28%"
"09/01/2001","203.44","234.92","234.92","185.70","","-12.69%"
"08/01/2001","233.02","260.17","263.01","229.94","","-10.63%"
"07/01/2001","260.73","262.54","262.54","249.38","","0.29%"
"06/01/2001","259.98","264.43","267.03","254.55","","-1.55%"
"05/01/2001","264.08","262.25","277.18","257.77","","2.74%"
"04/01/2001","257.03","233.31","258.79","224.79","","8.56%"
"03/01/2001","236.77","244.88","254.31","224.45","","-4.68%"
"02/01/2001","248.39","267.71","267.71","245.85","","-7.76%"
"01/01/2001","269.28","234.48","269.28","234.48","","13.50%"
"12/01/2000","237.25","237.25","237.25","237.25","","3.50%"
"11/01/2000","229.23","229.23","229.23","229.23","","-5.90%"
"10/01/2000","243.60","243.60","243.60","243.60","","-1.94%"
"09/01/2000","248.41","248.41","248.41","248.41","","-2.18%"
"08/01/2000","253.94","253.94","253.94","253.94","","-1.98%"
"07/01/2000","259.08","259.08","259.08","259.08","","-1.21%"
"06/01/2000","262.26","262.26","262.26","262.26","","-2.50%"
"05/01/2000","268.98","268.98","268.98","268.98","","-4.59%"
"04/01/2000","281.93","281.93","281.93","281.93","","-1.98%"
"03/01/2000","287.63","287.63","287.63","287.63","","11.36%"
"02/01/2000","258.28","258.28","258.28","258.28","","-5.83%"
"01/01/2000","274.28","274.28","274.28","274.28","","-8.36%"
"12/01/1999","299.31","299.31","299.31","299.31","","9.61%"
"11/01/1999","273.08","273.08","273.08","273.08","","0.96%"
"10/01/1999","270.49","270.49","270.49","270.49","","7.04%"
"09/01/1999","252.69","252.69","252.69","252.69","","0.47%"
"08/01/1999","251.51","251.51","251.51","251.51","","-3.52%"
"07/01/1999","260.68","260.68","260.68","260.68","","-5.86%"
"06/01/1999","276.92","276.92","276.92","276.92","","5.94%"
"05/01/1999","261.40","261.40","261.40","261.40","","-4.35%"
"04/01/1999","273.29","273.29","273.29","273.29","","2.57%"
"03/01/1999","266.45","266.45","266.45","266.45","","4.41%"
"02/01/1999","255.19","255.19","255.19","255.19","","0.15%"
"01/01/1999","254.82","254.82","254.82","254.82","","5.62%"
"12/01/1998","241.27","241.27","241.27","241.27","","7.67%"
"11/01/1998","224.08","224.08","224.08","224.08","","7.53%"
"10/01/1998","208.39","208.39","208.39","208.39","","11.47%"
"09/01/1998","186.95","186.95","186.95","186.95","","-0.89%"
"08/01/1998","188.62","188.62","188.62","188.62","","-15.43%"
"07/01/1998","223.03","223.03","223.03","223.03","","-0.64%"
"06/01/1998","224.47","224.47","224.47","224.47","","4.08%"
"05/01/1998","215.68","215.68","215.68","215.68","","3.27%"
"04/01/1998","208.85","208.85","208.85","208.85","","2.30%"
"03/01/1998","204.16","204.16","204.16","204.16","","6.24%"
"02/01/1998","192.16","192.16","192.16","192.16","","9.76%"
"01/01/1998","175.07","175.07","175.07","175.07","","1.26%"
"12/01/1997","172.89","172.89","172.89","172.89","","2.47%"
"11/01/1997","168.72","168.72","168.72","168.72","","4.33%"
"10/01/1997","161.72","161.72","161.72","161.72","","-2.19%"
"09/01/1997","165.34","165.34","165.34","165.34","","5.09%"
"08/01/1997","157.33","157.33","157.33","157.33","","-3.58%"
"07/01/1997","163.18","163.18","163.18","163.18","","7.73%"
"06/01/1997","151.47","151.47","151.47","151.47","","3.31%"
"05/01/1997","146.62","146.62","146.62","146.62","","4.49%"
"04/01/1997","140.32","140.32","140.32","140.32","","3.89%"
"03/01/1997","135.07","135.07","135.07","135.07","","-1.90%"
"02/01/1997","137.68","137.68","137.68","137.68","","2.97%"
"01/01/1997","133.71","133.71","133.71","133.71","","2.34%"
"12/01/1996","130.65","130.65","130.65","130.65","","-4.23%"
"11/01/1996","136.42","136.42","136.42","136.42","","4.60%"
"10/01/1996","130.42","130.42","130.42","130.42","","0.76%"
"09/01/1996","129.43","129.43","129.43","129.43","","2.20%"
"08/01/1996","126.65","126.65","126.65","126.65","","3.35%"
"07/01/1996","122.55","122.55","122.55","122.55","","-6.97%"
"06/01/1996","131.73","131.73","131.73","131.73","","-1.89%"
"05/01/1996","134.27","134.27","134.27","134.27","","2.93%"
"04/01/1996","130.45","130.45","130.45","130.45","","2.35%"
"03/01/1996","127.45","127.45","127.45","127.45","","4.06%"
"02/01/1996","122.48","122.48","122.48","122.48","","1.58%"
"01/01/1996","120.58","120.58","120.58","120.58","","2.02%"
"12/01/1995","118.19","118.19","118.19","118.19","","0.82%"
"11/01/1995","117.23","117.23","117.23","117.23","","6.22%"
"10/01/1995","110.37","110.37","110.37","110.37","","-4.80%"
"09/01/1995","115.94","115.94","115.94","115.94","","1.25%"
"08/01/1995","114.51","114.51","114.51","114.51","","-2.24%"
"07/01/1995","117.13","117.13","117.13","117.13","","3.30%"
"06/01/1995","113.39","113.39","113.39","113.39","","2.63%"
"05/01/1995","110.48","110.48","110.48","110.48","","4.46%"
"04/01/1995","105.76","105.76","105.76","105.76","","-1.34%"
"03/01/1995","107.20","107.20","107.20","107.20","","3.02%"
"02/01/1995","104.06","104.06","104.06","104.06","","3.39%"
"01/01/1995","100.65","100.65","100.65","100.65","","0.65%"
"12/01/1994","100.00","100.00","100.00","100.00","","-0.22%"
"11/01/1994","100.22","100.22","100.22","100.22","","-2.72%"
"10/01/1994","103.02","103.02","103.02","103.02","","0.49%"
"09/01/1994","102.52","102.52","102.52","102.52","","-4.12%"
"08/01/1994","106.92","106.92","106.92","106.92","","1.42%"
"07/01/1994","105.42","105.42","105.42","105.42","","2.32%"
"06/01/1994","103.03","103.03","103.03","103.03","","-2.47%"
"05/01/1994","105.64","105.64","105.64","105.64","","-0.46%"
"04/01/1994","106.13","106.13","106.13","106.13","","-0.33%"
"03/01/1994","106.48","106.48","106.48","106.48","","-5.64%"
"02/01/1994","112.84","112.84","112.84","112.84","","-0.99%"
"01/01/1994","113.97","113.97","113.97","113.97","","2.71%"
"12/01/1993","110.96","110.96","110.96","110.96","","-1.37%"
"11/01/1993","112.50","112.50","112.50","112.50","","1.07%"
"10/01/1993","111.31","111.31","111.31","111.31","","7.35%"
"09/01/1993","103.69","103.69","103.69","103.69","","-0.66%"
"08/01/1993","104.38","104.38","104.38","104.38","","2.93%"
"07/01/1993","101.41","101.41","101.41","101.41","","1.42%"
"06/01/1993","99.99","99.99","99.99","99.99","","-2.37%"
"05/01/1993","102.42","102.42","102.42","102.42","","4.27%"
